1
57
67
69
28
25
75
10
39
7
8
36
38
42
22
43
66
53
45
54
12
27
20
24
41
16
18
55
15
21
3
47
65
51
73
72
50
2
33
26
59
71
52
44
68
23
4
29
46
17
35
74
5
56
60
70
49
48
76
13
14
40
34
61
6
32
30
37
58
64
63
62
31
9
19
11
